time,mean_power
1970-01-01T06:00:00Z,1.4529896907216495
1970-01-01T06:00:03Z,1.5827759197324414
1970-01-01T06:00:06Z,0.8849668874172185
1970-01-01T06:00:09Z,1.518543046357616
1970-01-01T06:00:12Z,1.4748692810457518
1970-01-01T06:00:15Z,1.4507666666666665
1970-01-01T06:00:18Z,1.5896938775510205
1970-01-01T06:00:21Z,1.396418918918919
1970-01-01T06:00:24Z,1.455737704918033
1970-01-01T06:00:27Z,1.538172757475083
1970-01-01T06:00:30Z,1.4943708609271522
1970-01-01T06:00:33Z,1.4995986622073578
1970-01-01T06:00:36Z,1.4846204620462047
1970-01-01T06:00:39Z,1.5394932432432433
1970-01-01T06:00:42Z,1.6012624584717607
1970-01-01T06:00:45Z,1.5332890365448506
1970-01-01T06:00:48Z,1.4947491638795987
1970-01-01T06:00:51Z,1.5091999999999999
1970-01-01T06:00:54Z,1.5776923076923077
1970-01-01T06:00:57Z,1.5433999999999999
1970-01-01T06:01:00Z,1.661476510067114
1970-01-01T06:01:03Z,1.5430232558139534
1970-01-01T06:01:06Z,1.693220338983051
1970-01-01T06:01:09Z,1.548494983277592
1970-01-01T06:01:12Z,1.5902302631578946
1970-01-01T06:01:15Z,1.6244224422442244
1970-01-01T06:01:18Z,1.4121523178807946
1970-01-01T06:01:21Z,1.6886046511627908
1970-01-01T06:01:24Z,1.5963455149501662
1970-01-01T06:01:27Z,1.5669205298013245
1970-01-01T06:01:30Z,1.6119732441471573
1970-01-01T06:01:33Z,1.6223154362416108
1970-01-01T06:01:36Z,1.5624252491694353
1970-01-01T06:01:39Z,1.6233783783783784
1970-01-01T06:01:42Z,1.674914675767918
1970-01-01T06:01:45Z,1.6108970099667774
1970-01-01T06:01:48Z,1.6950167224080268
1970-01-01T06:01:51Z,1.6265886287625417
1970-01-01T06:01:54Z,1.6152980132450332
1970-01-01T06:01:57Z,1.7861824324324325
1970-01-01T06:02:00Z,1.6425245901639345
1970-01-01T06:02:03Z,1.7242809364548495
1970-01-01T06:02:06Z,1.6878476821192052
1970-01-01T06:02:09Z,1.699933110367893
1970-01-01T06:02:12Z,1.6223154362416108
1970-01-01T06:02:15Z,1.662970297029703
1970-01-01T06:02:18Z,1.7818666666666667
1970-01-01T06:02:21Z,1.6017
1970-01-01T06:02:24Z,1.7834983498349835
1970-01-01T06:02:27Z,1.6119063545150503
1970-01-01T06:02:30Z,1.6419127516778524
1970-01-01T06:02:33Z,1.3980592105263159
1970-01-01T06:02:36Z,1.7427118644067796
1970-01-01T06:02:39Z,1.78125
1970-01-01T06:02:42Z,1.7652649006622516
1970-01-01T06:02:45Z,1.6867676767676767
1970-01-01T06:02:48Z,1.7361920529801325
1970-01-01T06:02:51Z,1.7291973244147156
1970-01-01T06:02:54Z,1.825625
1970-01-01T06:02:57Z,1.1799668874172184
1970-01-01T06:03:00Z,1.6195709570957095
1970-01-01T06:03:03Z,1.8218983050847457
1970-01-01T06:03:06Z,1.8404391891891891
1970-01-01T06:03:09Z,1.6822112211221123
1970-01-01T06:03:12Z,1.760430463576159
1970-01-01T06:03:15Z,1.7856478405315614
1970-01-01T06:03:18Z,1.9279333333333333
1970-01-01T06:03:21Z,1.6844333333333332
1970-01-01T06:03:24Z,1.8133557046979867
1970-01-01T06:03:27Z,1.8695
1970-01-01T06:03:30Z,1.7922372881355932
1970-01-01T06:03:33Z,1.7606164383561644
1970-01-01T06:03:36Z,1.8500333333333334
1970-01-01T06:03:39Z,1.7239016393442623
1970-01-01T06:03:42Z,1.8632225913621263
1970-01-01T06:03:45Z,1.794205298013245
1970-01-01T06:03:48Z,1.8415384615384616
1970-01-01T06:03:51Z,1.8354
1970-01-01T06:03:54Z,1.9473333333333334
1970-01-01T06:03:57Z,1.814717607973422
1970-01-01T06:04:00Z,1.7990066225165564
1970-01-01T06:04:03Z,1.8476845637583892
1970-01-01T06:04:06Z,1.8304605263157894
1970-01-01T06:04:09Z,1.9307796610169492
1970-01-01T06:04:12Z,1.8991808873720137
1970-01-01T06:04:15Z,1.8641118421052632
1970-01-01T06:04:18Z,1.7400660066006601
1970-01-01T06:04:21Z,1.7063696369636963
1970-01-01T06:04:24Z,1.9473666666666667
1970-01-01T06:04:27Z,1.9230666666666667
1970-01-01T06:04:30Z,1.9050836120401338
1970-01-01T06:04:33Z,1.9409302325581395
1970-01-01T06:04:36Z,1.9474333333333333
1970-01-01T06:04:39Z,1.8304666666666667
1970-01-01T06:04:42Z,2.0301
1970-01-01T06:04:45Z,1.8535880398671096
1970-01-01T06:04:48Z,1.868106312292359
1970-01-01T06:04:51Z,1.914527027027027
1970-01-01T06:04:54Z,1.8597000000000001
1970-01-01T06:04:57Z,2.0028428093645485
1970-01-01T06:05:00Z,1.817194719471947
1970-01-01T06:05:03Z,2.0199661016949153
1970-01-01T06:05:06Z,1.9034666666666666
1970-01-01T06:05:09Z,1.9505980066445183
1970-01-01T06:05:12Z,1.906510067114094
1970-01-01T06:05:15Z,1.9231
1970-01-01T06:05:18Z,1.9937828947368421
1970-01-01T06:05:21Z,2.032006688963211
1970-01-01T06:05:24Z,1.8035234899328858
1970-01-01T06:05:27Z,2.0427574750830564
1970-01-01T06:05:30Z,1.9965656565656564
1970-01-01T06:05:33Z,2.1004347826086955
1970-01-01T06:05:36Z,1.9473666666666667
1970-01-01T06:05:39Z,2.047674418604651
1970-01-01T06:05:42Z,1.9474
1970-01-01T06:05:45Z,2.0927181208053693
1970-01-01T06:05:48Z,1.9425412541254126
1970-01-01T06:05:51Z,2.0311920529801326
1970-01-01T06:05:54Z,1.9045945945945946
1970-01-01T06:05:57Z,2.1373
1970-01-01T06:06:00Z,1.3682724252491694
1970-01-01T06:06:03Z,2.0653872053872053
1970-01-01T06:06:06Z,2.1441414141414143
1970-01-01T06:06:09Z,2.0906688963210702
1970-01-01T06:06:12Z,2.1785284280936454
1970-01-01T06:06:15Z,2.1378947368421053
1970-01-01T06:06:18Z,2.0504560260586318
1970-01-01T06:06:21Z,2.085819397993311
1970-01-01T06:06:24Z,2.249233333333333
1970-01-01T06:06:27Z,2.10755033557047
1970-01-01T06:06:30Z,2.068288590604027
1970-01-01T06:06:33Z,2.0768106312292356
1970-01-01T06:06:36Z,2.1420666666666666
1970-01-01T06:06:39Z,2.2325589225589226
1970-01-01T06:06:42Z,2.115548172757475
1970-01-01T06:06:45Z,2.144314381270903
1970-01-01T06:06:48Z,2.133125
1970-01-01T06:06:51Z,2.1178
1970-01-01T06:06:54Z,2.1711409395973154
1970-01-01T06:06:57Z,2.16658940397351
1970-01-01T06:07:00Z,2.2348322147651007
1970-01-01T06:07:03Z,2.1665562913907284
1970-01-01T06:07:06Z,2.1736789297658863
1970-01-01T06:07:09Z,2.2388815789473684
1970-01-01T06:07:12Z,2.3465666666666665
1970-01-01T06:07:15Z,2.2854485049833886
1970-01-01T06:07:18Z,2.332970297029703
1970-01-01T06:07:21Z,2.4245
1970-01-01T06:07:24Z,2.34375
1970-01-01T06:07:27Z,2.2515282392026577
1970-01-01T06:07:30Z,2.2029096989966552
1970-01-01T06:07:33Z,1.9117275747508304
1970-01-01T06:07:36Z,2.3181543624161076
1970-01-01T06:07:39Z,2.207740863787375
1970-01-01T06:07:42Z,2.27578073089701
1970-01-01T06:07:45Z,2.367248322147651
1970-01-01T06:07:48Z,2.3733881578947367
1970-01-01T06:07:51Z,2.3642140468227426
1970-01-01T06:07:54Z,2.458821548821549
1970-01-01T06:07:57Z,2.4276013513513512
1970-01-01T06:08:00Z,2.408377483443709
1970-01-01T06:08:03Z,2.513421926910299
1970-01-01T06:08:06Z,2.4637037037037035
1970-01-01T06:08:09Z,2.4047811447811447
1970-01-01T06:08:12Z,2.540133779264214
1970-01-01T06:08:15Z,2.453939393939394
1970-01-01T06:08:18Z,2.4857615894039737
1970-01-01T06:08:21Z,2.515084745762712
1970-01-01T06:08:24Z,2.4534983498349834
1970-01-01T06:08:27Z,2.3270333333333335
1970-01-01T06:08:30Z,2.1422
1970-01-01T06:08:33Z,2.426006711409396
1970-01-01T06:08:36Z,2.3630232558139537
1970-01-01T06:08:39Z,2.3764745762711863
1970-01-01T06:08:42Z,2.5052317880794703
1970-01-01T06:08:45Z,2.5148344370860927
1970-01-01T06:08:48Z,2.5794237288135595
1970-01-01T06:08:51Z,2.4761258278145695
1970-01-01T06:08:54Z,2.5753333333333335
1970-01-01T06:08:57Z,1.77
1970-01-01T06:09:00Z,2.5486754966887415
1970-01-01T06:09:03Z,2.6735593220338982
1970-01-01T06:09:06Z,2.566810631229236
1970-01-01T06:09:09Z,2.6261258278145694
1970-01-01T06:09:12Z,2.27990099009901
1970-01-01T06:09:15Z,2.41973597359736
1970-01-01T06:09:18Z,2.5135548172757476
1970-01-01T06:09:21Z,2.5377740863787377
1970-01-01T06:09:24Z,2.3921926910299
1970-01-01T06:09:27Z,2.651610738255034
1970-01-01T06:09:30Z,2.570777027027027
1970-01-01T06:09:33Z,2.5205016722408025
1970-01-01T06:09:36Z,2.6502317880794704
1970-01-01T06:09:39Z,2.7216
1970-01-01T06:09:42Z,2.645430463576159
1970-01-01T06:09:45Z,2.6213576158940395
1970-01-01T06:09:48Z,2.7238175675675675
1970-01-01T06:09:51Z,2.666513157894737
1970-01-01T06:09:54Z,2.688139534883721
1970-01-01T06:09:57Z,2.669701986754967
1970-01-01T06:10:00Z,2.6735254237288135
1970-01-01T06:10:03Z,2.7385526315789472
1970-01-01T06:10:06Z,2.8231879194630873
1970-01-01T06:10:09Z,2.8150825082508253
1970-01-01T06:10:12Z,2.5863122923588042
1970-01-01T06:10:15Z,2.7561461794019935
1970-01-01T06:10:18Z,2.8372297297297298
1970-01-01T06:10:21Z,2.5885148514851486
1970-01-01T06:10:24Z,2.6908389261744965
1970-01-01T06:10:27Z,2.8030976430976433
1970-01-01T06:10:30Z,2.6388
1970-01-01T06:10:33Z,2.8382274247491637
1970-01-01T06:10:36Z,2.763277027027027
1970-01-01T06:10:39Z,2.591818181818182
1970-01-01T06:10:42Z,2.7771381578947367
1970-01-01T06:10:45Z,2.7955298013245033
1970-01-01T06:10:48Z,2.9162751677852348
1970-01-01T06:10:51Z,2.8966329966329964
1970-01-01T06:10:54Z,2.7844147157190635
1970-01-01T06:10:57Z,2.746
1970-01-01T06:11:00Z,2.8577926421404682
1970-01-01T06:11:03Z,2.9114666666666666
1970-01-01T06:11:06Z,2.7985570469798655
1970-01-01T06:11:09Z,3.014646464646465
1970-01-01T06:11:12Z,2.945445544554455
1970-01-01T06:11:15Z,2.9164451827242526
1970-01-01T06:11:18Z,2.8151155115511552
1970-01-01T06:11:21Z,2.9405980066445183
1970-01-01T06:11:24Z,3.000304054054054
1970-01-01T06:11:27Z,2.9163636363636365
1970-01-01T06:11:30Z,2.7848333333333333
1970-01-01T06:11:33Z,2.853476821192053
1970-01-01T06:11:36Z,2.872691029900332
1970-01-01T06:11:39Z,2.838770764119601
1970-01-01T06:11:42Z,2.8382274247491637
1970-01-01T06:11:45Z,3.133445945945946
1970-01-01T06:11:48Z,2.97468438538206
1970-01-01T06:11:51Z,2.3923588039867107
1970-01-01T06:11:54Z,3.1056478405315615
1970-01-01T06:11:57Z,2.8971192052980133
1970-01-01T06:12:00Z,3.0619933554817274
1970-01-01T06:12:03Z,3.0429666666666666
1970-01-01T06:12:06Z,3.036546052631579
1970-01-01T06:12:09Z,3.0863013698630137
1970-01-01T06:12:12Z,3.048294314381271
1970-01-01T06:12:15Z,3.0143288590604027
1970-01-01T06:12:18Z,3.0421854304635763
1970-01-01T06:12:21Z,3.0595608108108108
1970-01-01T06:12:24Z,2.8969435215946846
1970-01-01T06:12:27Z,3.1045874587458746
1970-01-01T06:12:30Z,3.1881063122923585
1970-01-01T06:12:33Z,3.065328947368421
1970-01-01T06:12:36Z,3.0138333333333334
1970-01-01T06:12:39Z,3.182450331125828
1970-01-01T06:12:42Z,3.2142809364548497
1970-01-01T06:12:45Z,3.220234899328859
1970-01-01T06:12:48Z,3.2804318936877075
1970-01-01T06:12:51Z,3.177615894039735
1970-01-01T06:12:54Z,3.259463087248322
1970-01-01T06:12:57Z,3.1128524590163935
1970-01-01T06:13:00Z,3.1679470198675497
1970-01-01T06:13:03Z,3.2951178451178453
1970-01-01T06:13:06Z,3.409864864864865
1970-01-01T06:13:09Z,3.2048026315789473
1970-01-01T06:13:12Z,3.1216053511705684
1970-01-01T06:13:15Z,3.3120066889632107
1970-01-01T06:13:18Z,3.153243243243243
1970-01-01T06:13:21Z,3.2598013245033113
1970-01-01T06:13:24Z,3.29993265993266
