time,power
10:27:13,   810.660
10:27:16,   813.580
10:27:19,   813.580
10:27:22,   810.660
10:27:25,   815.040
10:27:28,   812.120
10:27:31,   813.580
10:27:34,   813.580
10:27:37,   813.580
10:27:40,   812.120
10:27:43,   816.500
10:27:46,   813.580
10:27:49,   822.340
10:27:52,   807.730
10:27:55,   812.120
10:27:58,   798.970
10:28:01,   815.040
10:28:04,   813.580
10:28:08,   832.560
10:28:11,   810.660
10:28:14,   810.660
10:28:17,   794.590
10:28:20,   817.960
10:28:23,   815.040
10:28:26,   816.500
10:28:29,   791.670
10:28:32,   836.950
10:28:35,   815.040
10:28:38,   816.500
10:28:41,   815.040
10:28:44,   815.040
10:28:47,   817.960
10:28:50,   812.120
10:28:53,   816.500
10:28:56,   810.660
10:28:59,   819.420
10:29:03,   816.500
10:29:06,   816.500
10:29:09,   828.180
10:29:12,   826.720
10:29:15,   815.040
10:29:18,   816.500
10:29:21,   820.880
10:29:24,   815.040
10:29:27,   816.500
10:29:30,   816.500
10:29:33,   820.880
10:29:36,   816.500
10:29:39,   819.420
10:29:42,   807.730
10:29:45,   801.890
10:29:48,   836.950
10:29:51,   819.420
10:29:55,   813.580
10:29:58,   825.260
10:30:01,   813.580
10:30:04,   820.880
10:30:07,   810.660
10:30:10,   820.880
10:30:13,   815.040
10:30:16,   823.800
10:30:19,   816.500
10:30:22,   816.500
10:30:25,   819.420
10:30:28,   819.420
10:30:31,   819.420
10:30:34,   817.960
10:30:37,   819.420
10:30:40,   820.880
10:30:43,   819.420
10:30:46,   836.950
10:30:50,   807.730
10:30:53,   816.500
10:30:56,   822.340
10:30:59,   823.800
10:31:02,   819.420
10:31:05,   828.180
10:31:08,   831.100
10:31:11,   826.720
10:31:14,   822.340
10:31:17,   822.340
10:31:20,   822.340
10:31:23,   820.880
10:31:26,   842.790
10:31:29,   820.880
10:31:32,   825.260
10:31:35,   820.880
10:31:38,   822.340
10:31:41,   822.340
10:31:44,   826.720
10:31:48,   822.340
10:31:51,   823.800
10:31:54,   816.500
10:31:57,   822.340
10:32:00,   828.180
10:32:03,   822.340
10:32:06,   825.260
10:32:09,   822.340
10:32:12,   823.800
10:32:15,   820.880
10:32:18,   825.260
10:32:21,   822.340
10:32:24,   822.340
10:32:27,   806.270
10:32:30,   823.800
10:32:33,   825.260
10:32:36,   829.640
10:32:39,   828.180
10:32:43,   829.640
10:32:46,   823.800
10:32:49,   823.800
10:32:52,   817.960
10:32:55,   823.800
10:32:58,   823.800
10:33:01,   816.500
10:33:04,   828.180
10:33:07,   823.800
10:33:10,   826.720
10:33:13,   828.180
10:33:16,   839.870
10:33:19,   826.720
10:33:22,   831.100
10:33:25,   828.180
10:33:29,   829.640
10:33:32,   826.720
10:33:35,   825.260
10:33:38,   829.640
10:33:41,   826.720
10:33:44,   829.640
10:33:47,   826.720
10:33:50,   822.340
10:33:53,   831.100
10:33:56,   847.170
10:33:59,   826.720
10:34:02,   825.260
10:34:05,   828.180
10:34:08,   839.870
10:34:11,   823.800
10:34:14,   825.260
10:34:17,   829.640
10:34:20,   825.260
10:34:24,   839.870
10:34:27,   834.030
10:34:30,   829.640
10:34:33,   829.640
10:34:36,   828.180
10:34:39,   828.180
10:34:42,   834.030
10:34:45,   825.260
10:34:48,   832.560
10:34:51,   828.180
10:34:54,   834.030
10:34:57,   832.560
10:35:00,   822.340
10:35:03,   834.030
10:35:06,   829.640
10:35:09,   815.040
10:35:12,   832.560
10:35:15,   832.560
10:35:19,   831.100
10:35:22,   823.800
10:35:25,   834.030
10:35:28,   839.870
10:35:31,   835.490
10:35:34,   831.100
10:35:37,   836.950
10:35:40,   829.640
10:35:43,   815.040
10:35:46,   835.490
10:35:49,   832.560
10:35:52,   831.100
10:35:55,   834.030
10:35:58,   836.950
10:36:01,   829.640
10:36:04,   836.950
10:36:07,   838.410
10:36:10,   841.330
10:36:14,   822.340
10:36:17,   844.250
10:36:20,   835.490
10:36:23,   835.490
10:36:26,   835.490
10:36:29,   836.950
10:36:32,   851.550
10:36:35,   834.030
10:36:38,   839.870
10:36:41,   854.470
10:36:44,   836.950
10:36:47,   836.950
10:36:50,   834.030
10:36:53,   836.950
10:36:56,   831.100
10:36:59,   836.950
10:37:02,   848.630
10:37:05,   832.560
10:37:09,   828.180
10:37:12,   838.410
10:37:15,   834.030
10:37:18,   822.340
10:37:21,   834.030
10:37:24,   836.950
10:37:27,   836.950
10:37:30,   845.710
10:37:33,   835.490
10:37:36,   836.950
10:37:39,   839.870
10:37:42,   836.950
10:37:45,   829.640
10:37:48,   839.870
10:37:51,   835.490
10:37:54,   839.870
10:37:57,   838.410
10:38:00,   829.640
10:38:04,   838.410
10:38:07,   836.950
10:38:10,   838.410
10:38:13,   836.950
10:38:16,   826.720
10:38:19,   835.490
10:38:22,   834.030
10:38:25,   848.630
10:38:28,   823.800
10:38:31,   822.340
10:38:34,   839.870
10:38:37,   834.030
10:38:40,   836.950
10:38:43,   835.490
10:38:46,   836.950
10:38:49,   831.100
10:38:52,   845.710
10:38:56,   816.500
10:38:59,   854.470
10:39:02,   829.640
10:39:05,   838.410
10:39:08,   836.950
10:39:11,   820.880
10:39:14,   838.410
10:39:17,   835.490
10:39:20,   839.870
10:39:23,   829.640
10:39:26,   838.410
10:39:29,   841.330
10:39:32,   845.710
10:39:35,   841.330
10:39:38,   844.250
10:39:41,   841.330
10:39:44,   839.870
10:39:47,   835.490
10:39:51,   819.420
10:39:54,   839.870
10:39:57,   839.870
10:40:00,   838.410
10:40:03,   845.710
10:40:06,   839.870
10:40:09,   841.330
10:40:12,   836.950
10:40:15,   863.240
10:40:18,   841.330
10:40:21,   841.330
10:40:24,   839.870
10:40:27,   845.710
10:40:30,   841.330
10:40:33,   822.340
10:40:36,   828.180
10:40:39,   842.790
10:40:42,   847.170
10:40:46,   834.030
10:40:49,   838.410
10:40:52,   844.250
10:40:55,   842.790
10:40:58,   834.030
10:41:01,   834.030
10:41:04,   834.030
