0,0.00,W/m^2,0:00:01,23/2/18,Day of week:,Friday,-0.06,Grade Celsius,
0,0.00,W/m^2,0:00:04,23/2/18,Day of week:,Friday,-0.06,Grade Celsius,
0,0.00,W/m^2,0:00:07,23/2/18,Day of week:,Friday,-0.06,Grade Celsius,
0,0.00,W/m^2,0:00:10,23/2/18,Day of week:,Friday,-0.06,Grade Celsius,
0,0.00,W/m^2,0:00:14,23/2/18,Day of week:,Friday,-0.06,Grade Celsius,
0,0.00,W/m^2,0:00:17,23/2/18,Day of week:,Friday,-0.06,Grade Celsius,
0,0.00,W/m^2,0:00:20,23/2/18,Day of week:,Friday,-0.06,Grade Celsius,
0,0.00,W/m^2,0:00:23,23/2/18,Day of week:,Friday,-0.06,Grade Celsius,
0,0.00,W/m^2,0:00:26,23/2/18,Day of week:,Friday,-0.06,Grade Celsius,
0,0.00,W/m^2,0:00:29,23/2/18,Day of week:,Friday,-0.06,Grade Celsius,
0,0.00,W/m^2,0:00:32,23/2/18,Day of week:,Friday,-0.06,Grade Celsius,
0,0.00,W/m^2,0:00:35,23/2/18,Day of week:,Friday,-0.06,Grade Celsius,
0,0.00,W/m^2,0:00:38,23/2/18,Day of week:,Friday,-0.06,Grade Celsius,
0,0.00,W/m^2,0:00:41,23/2/18,Day of week:,Friday,-0.06,Grade Celsius,
0,0.00,W/m^2,0:00:44,23/2/18,Day of week:,Friday,-0.06,Grade Celsius,
0,0.00,W/m^2,0:00:47,23/2/18,Day of week:,Friday,-0.06,Grade Celsius,
0,0.00,W/m^2,0:00:51,23/2/18,Day of week:,Friday,-0.06,Grade Celsius,
0,0.00,W/m^2,0:00:54,23/2/18,Day of week:,Friday,-0.06,Grade Celsius,
0,0.00,W/m^2,0:00:57,23/2/18,Day of week:,Friday,-0.06,Grade Celsius,
0,0.00,W/m^2,0:01:00,23/2/18,Day of week:,Friday,-0.06,Grade Celsius,
0,0.00,W/m^2,0:01:03,23/2/18,Day of week:,Friday,-0.06,Grade Celsius,
0,0.00,W/m^2,0:01:06,23/2/18,Day of week:,Friday,-0.06,Grade Celsius,
0,0.00,W/m^2,0:01:09,23/2/18,Day of week:,Friday,-0.06,Grade Celsius,
0,0.00,W/m^2,0:01:12,23/2/18,Day of week:,Friday,-0.06,Grade Celsius,
0,0.00,W/m^2,0:01:15,23/2/18,Day of week:,Friday,-0.06,Grade Celsius,
0,0.00,W/m^2,0:01:18,23/2/18,Day of week:,Friday,-0.06,Grade Celsius,
0,0.00,W/m^2,0:01:21,23/2/18,Day of week:,Friday,-0.06,Grade Celsius,
0,0.00,W/m^2,0:01:25,23/2/18,Day of week:,Friday,-0.06,Grade Celsius,
0,0.00,W/m^2,0:01:28,23/2/18,Day of week:,Friday,-0.06,Grade Celsius,
